"Product Name","Price","Unity","Location","Time","Store Name"
"DELL Precision 3570 I7 12th 16G 512GB SSD NVIDIA T550 FHD 15.6""","135 000","DA","Bab ezzouar, 16","il y a environ 8 heures","TRETEC"
"ASUS TUF GAMING F15 I7 12th 16GB 512GB SSD RTX 4050 8GB FHD","228 000","DA","Bab ezzouar, 16","il y a environ 8 heures","TRETEC"
"ASUS ROG ZEPHYRUS G14 RYZEN 9 5900HS 16GB 512GB SSD RTX 3060 6GB","172 000","DA","Bab ezzouar, 16","il y a environ 8 heures","TRETEC"
"Cartouche HP 78","123","DA","Reghaia, 16","il y a environ 9 heures","AL AMIN INFORMATIQUE"
"Lenovo","37 000","DA","Douaouda, 42","il y a environ 8 heures",""
"LAP TOP ASUSS X 751 L SERIES","27 000","DA","Baraki, 16","il y a environ 8 heures",""
"Toner oki c532","123","DA","Reghaia, 16","il y a environ 9 heures","AL AMIN INFORMATIQUE"
"Toner Xerox 6505 originale","123","DA","Reghaia, 16","il y a environ 9 heures","AL AMIN INFORMATIQUE"
"Toner lexmark originale c780/c746/x746/e230/c540","1","DA","Reghaia, 16","il y a environ 9 heures","AL AMIN INFORMATIQUE"
"Toner oki originale c532/5750/5700/310/830/5800","123","DA","Reghaia, 16","il y a environ 9 heures","AL AMIN INFORMATIQUE"
"Cartouche HP 10/82 compatible","1","DA","Reghaia, 16","il y a environ 9 heures","AL AMIN INFORMATIQUE"
"Dell Latitude 5330 X360 i7 1265U 16G 512 SSD 13.3"" Full HD Tactile","132 000","DA","Bab ezzouar, 16","il y a environ 9 heures","ShiftTech Informatique"
"Dell Latitude 7430 Carbon i7 1265U 16G 512 SSD 14"" Full HD","117 000","DA","Bab ezzouar, 16","il y a environ 9 heures","ShiftTech Informatique"
"Dell Latitude 7430 Carbon i7 1265U 32G 512 SSD 14"" Full HD","123 000","DA","Bab ezzouar, 16","il y a environ 9 heures","ShiftTech Informatique"
"HP Laptop 15s i3 1005G1 8G 256 SSD 15.6 HD","56 000","DA","Bab ezzouar, 16","il y a environ 9 heures","ShiftTech Informatique"
"Apple MacBook Air 2014 i5 5257U 4G 128 SSD 13.3"" Full HD","38 000","DA","Bab ezzouar, 16","il y a environ 9 heures","ShiftTech Informatique"
"Dell Latitude 5420 i7 1185G7 16G 512 SSD 14"" Full HD","93 000","DA","Bab ezzouar, 16","il y a environ 9 heures","ShiftTech Informatique"
"Dell Latitude 5400 i5 8350U 8G 256 SSD 14"" Full HD Tactile","59 000","DA","Bab ezzouar, 16","il y a environ 9 heures","ShiftTech Informatique"
"Dell Précision 5550 i7 10850H 32G 512 SSD T1000 4G 15.6"" Full HD+","148 000","DA","Bab ezzouar, 16","il y a environ 9 heures","ShiftTech Informatique"
"Hp ProBook 640 G5 i5 8365u vPro 8eme 8GB 256GB SSD NVME 14"" FULL HD IPS","56 000","DA","Ouled fayet, 16","il y a environ 9 heures","TOP LAPTOP"
"Dell latitude 7480 i7 vpro","45","DA","El harrach, 16","il y a environ 8 heures",""
"Nikon d3400","55 000","DA","Tipaza, 42","il y a environ 9 heures",""
"Lenovo Thinkpad E14 Gen 4 i7 1255u 12eme 16GB 512GB SSD NVME 14"" FULL HD IPS","115 000","DA","Ouled fayet, 16","il y a environ 9 heures","TOP LAPTOP"
"Lenovo Thinkpad P51 Workstations i7 7700HQ 7th 16GB 512GB NVIDIA QUADRO M1200 15...","89 000","DA","Ouled fayet, 16","il y a environ 9 heures","TOP LAPTOP"
"Serveur HP DL380 G10, G9 & HP ML350 G10, GEN9 Ultra puissant, d'autres modèle di...","1","DA","Adrar, 1","il y a environ 9 heures","RS SYSTEMS Company"
"Ruban  Pointman imprimant à badge(couleur /Noir) N15 , N25","","","Dar el beida, 16","il y a environ 9 heures","TifawtTech"
"Lecteur biométrique ID Box 111 MRZ","","","Alger centre, 16","il y a environ 9 heures","INNOPASS"
"LENOVO THINKPAD L390, i7-8565U, 8GB, 256GB SSD","58 000","DA","Hussein dey, 16","il y a environ 10 heures","Azur Laptop"
"HP PROBOOK 450 G6","45 000","DA","Kouba, 16","il y a environ 10 heures","EL ASSIL LAPTOP"
"réparation traceur hp 500 , 510 , t520","","","Boufarik, 9","il y a environ 10 heures","Mouha HP"
"Lecteur de passports biométrique","","","Alger centre, 16","il y a environ 10 heures","INNOPASS"
"DELL OPTIPLEX 7040 Processeur Intel Core i3-6100 3 Mo de cache, 3,70 GHz RAM 8GB...","35 000","DA","Draria, 16","il y a environ 10 heures","NBC NOMADE BYTE COMPUTING"
"THINKPAD T480 I7 8EME 8G 256 SSD 14"" FHD","58 000","DA","Mohammadia, 16","il y a environ 10 heures","MY PC"
"HP ELITEBOOK 845 G8 RYZEN7 5850U 8G 256SSD 14"" FHD","85 000","DA","Mohammadia, 16","il y a environ 10 heures","MY PC"
"PRECISION 7540 I7-10880H 16G 512SSD QUADRO T2000 15.6"" FHD IPS","130 000","DA","Mohammadia, 16","il y a environ 10 heures","MY PC"
"THINKPAD E480I5 7EME 8G 256 SSD 14""","44 500","DA","Mohammadia, 16","il y a environ 10 heures","MY PC"
"MINI UNITÉ CENTRALE HP ELITEDESK 800 G3 i5-6500T 8G 256SSD","28 900","DA","Mohammadia, 16","il y a environ 10 heures","MY PC"
"PROBOOK 640G3 i5 7EME 8G 256SSD 14","44 500","DA","Mohammadia, 16","il y a environ 10 heures","MY PC"
"LATITUDE 5520 i7 11eme 16G 512SSD 15.6"" FHD","99 000","DA","Mohammadia, 16","il y a environ 10 heures","MY PC"
"Imprimante code barre & etiquettes","","","Birkhadem, 16","il y a environ 10 heures","INKRAFT ETIQUETTE"
"Modem D-Link 4G","6 000","DA","Ain benian, 16","il y a environ 10 heures",""
"Imprimante canon mg 5550","10 000","DA","Birtouta, 16","il y a environ 10 heures",""
"Lecteur biométrique ID Box221 MRZ+puce","","","Alger centre, 16","il y a environ 10 heures","INNOPASS"
"HP PROBOOK 455 G9 RYZEN5-5625U/16G/256SSD/15.6""/WIN10","89 000","DA","Kouba, 16","il y a environ 10 heures","EL ASSIL LAPTOP"
"HP ProDesk 600 G2 Desktop PC","25 000","DA","Dar el beida, 16","il y a environ 10 heures","Informatics"
"LENOVO THINKCENTRE MINI (TINY) RENEWED I3/I5/I7 (6GEN et 7GEN)","25 900","DA","Alger centre, 16","il y a environ 10 heures","Informatics"
"All In One ENIGMA 27  I5-5/8GB/256GB FLAT","84 900","DA","Dar el beida, 16","il y a environ 10 heures","Informatics"
"Lenovo ThinkBook 15 G2 i5 1135G7 16G 256 SSD 15.6"" Full HD","88 000","DA","Bab ezzouar, 16","il y a environ 11 heures","ShiftTech Informatique"
"Lenovo IdeaPad Miix 520 i7 8550U 16G 512 SSD Detachable Tactile","66 000","DA","Bab ezzouar, 16","il y a environ 11 heures","ShiftTech Informatique"
"Lenovo Thinkpad P15s Gen1 i7 10610U 16G 512 SSD Quadro P520 15.6"" Full HD","118 000","DA","Bab ezzouar, 16","il y a environ 11 heures","ShiftTech Informatique"
"Honor MagicBook 14 Ryzen 5 3500U 8G 256 SSD 14"" FHD Vega 8 2G","59 000","DA","Bab ezzouar, 16","il y a environ 11 heures","ShiftTech Informatique"
"HP ZBOOK 17 G6 WORKSTATION i7 Quadro RTX5000-16GB 64GB-RAM Double DiskDur","299 000","DA","Bab ezzouar, 16","il y a environ 11 heures","Mido Camera"
"LAPTOP DELL LATITUDE 5420 I5-8250U 16GB 256GB SSD 14""FHD","59 000","DA","Bab ezzouar, 16","il y a environ 11 heures","ELITE COMPUTER"
"HP OMEN 16 I7 14TH 16gb 1TB SSD RTX 4060 8GB 16""","315 000","DA","Bab ezzouar, 16","il y a environ 11 heures","DEYSTORE"
"Logiciel de gestion RESTO-PRO","1","DA","Bab ezzouar, 16","il y a environ 11 heures","PRO SOLUTION"
